datetime,city,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,,ride_distance_km,traffic_index,surge_multiplier,hour,day_of_week,is_weekend,fare_amount,passenger_count
06-04-2024 03:08,Bengaluru,2014-04-02 05:48:00 UTC,-73.97741,40.763642,-73.97182,40.760032,,15.34,9,1.2,3,5,1,313.08,1
22-11-2024 17:35,Bengaluru,2010-07-16 06:15:34 UTC,-73.986548,40.730319,-73.968036,40.760588,,2.18,1,1,17,4,0,101.16,1
07-10-2024 16:18,Hyderabad,2013-04-02 14:22:28 UTC,-73.978014,40.788844,-73.975476,40.763849,,21.68,3,2.5,16,0,0,375.16,1
13-10-2024 03:41,Hyderabad,2009-01-06 13:40:00 UTC,-73.970535,40.763412,-73.953408,40.776982,,15.99,9,2.5,3,6,1,346.88,1
11-04-2024 03:12,Mumbai,2011-12-14 13:36:47 UTC,-73.989516,40.752741,-73.984516,40.763219,,23.22,4,2,3,3,0,388.64,4
31-01-2024 20:46,Bengaluru,2009-06-04 08:24:00 UTC,-73.971568,40.751022,-73.987282,40.752797,,23.14,6,1,20,2,0,377.68,1
16-01-2024 01:54,Bengaluru,2011-03-23 01:17:00 UTC,-73.987565,40.719878,-73.959122,40.683227,,7.04,5,2.5,1,1,0,209.48,2
18-02-2024 00:43,Bengaluru,2015-06-01 15:39:50 UTC,-73.94650269,40.77243805,-73.95661926,40.77920532,,7.99,2,1.2,0,6,1,189.88,1
05-02-2024 09:52,Hyderabad,2012-03-26 07:53:11 UTC,-74.003817,40.725583,-74.000882,40.727458,,9.76,3,1,9,0,0,202.12,0
01-11-2024 21:04,Delhi,2011-04-10 02:56:04 UTC,-73.975605,40.761188,-73.969877,40.797091,,4.67,7,1.5,21,4,0,171.04,1
25-01-2024 23:39,Ahmedabad,2015-06-14 22:17:25 UTC,-73.9670639,40.76031113,-73.97858429,40.74726105,,18.61,6,1.2,23,3,0,327.32,1
03-06-2024 08:49,Delhi,2015-04-30 21:16:54 UTC,-73.96861267,40.75425339,-73.9850235,40.7322998,,14.36,8,2.5,8,0,0,312.32,1
03-10-2024 13:34,Mumbai,2012-06-05 20:05:41 UTC,-73.992941,40.73481,-73.998358,40.745499,,2.04,2,1,13,3,0,104.48,1
29-04-2024 12:36,Hyderabad,2013-11-18 12:34:32 UTC,-73.976537,40.758648,-73.989177,40.741707,,16.03,7,2.5,12,0,0,327.36,1
07-09-2024 21:23,Hyderabad,2014-12-24 18:51:32 UTC,-73.991049,40.730239,-73.975492,40.734329,,15.67,4,2,21,5,1,308.04,1
25-10-2024 18:12,Mumbai,2010-04-02 17:54:00 UTC,-73.954385,40.767217,-73.98225,40.773902,,1.98,9,2.5,18,4,0,168.76,1
30-01-2024 14:08,Bengaluru,2014-08-18 10:32:59 UTC,-74.007499,40.725984,-74.007677,40.725859,,9.77,3,1.5,14,1,0,212.24,1
03-11-2024 13:52,Hyderabad,2013-04-02 17:57:00 UTC,-73.961655,40.774335,-73.948717,40.776632,,21.7,6,2,13,6,1,390.4,1
24-02-2024 00:48,Ahmedabad,2009-05-05 22:21:29 UTC,0,0,0,0,,9.18,3,1.5,0,5,1,215.16,2
05-06-2024 01:47,Hyderabad,2009-02-28 10:35:22 UTC,-73.982683,40.762887,-73.988351,40.740129,,14.59,8,1.2,1,2,0,289.08,1
24-03-2024 20:49,Delhi,2011-08-10 11:24:00 UTC,-74.014747,40.714532,-74.007152,40.72834,,5.66,9,1.2,20,6,1,196.92,5
19-01-2024 18:25,Delhi,2012-08-01 20:15:00 UTC,-73.985387,40.735677,-73.988665,40.747917,,23.07,8,2,18,4,0,406.84,1
13-12-2024 21:46,Hyderabad,2012-06-06 12:11:00 UTC,-73.986895,40.742162,-73.975325,40.757712,,8.05,7,2.5,21,4,0,231.6,1
19-09-2024 03:33,Bengaluru,2011-12-02 10:23:00 UTC,-73.98518,40.747425,-73.97945,40.753565,,22.84,4,2.5,3,3,0,394.08,1
14-11-2024 21:53,Bengaluru,2015-02-15 10:10:19 UTC,-73.99306488,40.75250244,-74.00180817,40.75629807,,16.67,6,1.2,21,3,0,304.04,3
14-03-2024 21:54,Mumbai,2014-06-30 12:09:44 UTC,-73.971738,40.76361,-73.95833,40.773115,,9.24,9,2,21,3,0,245.88,1
11-01-2024 04:27,Ahmedabad,2010-11-28 11:21:48 UTC,-73.948761,40.782312,-73.959794,40.773401,,10.3,6,1,4,3,0,223.6,1
30-11-2024 00:21,Mumbai,2012-10-01 09:02:25 UTC,-73.978124,40.736638,-73.972737,40.753217,,21.49,8,1.2,0,5,1,381.88,1
22-09-2024 12:05,Ahmedabad,2014-12-16 13:50:23 UTC,-73.99541,40.749543,-73.99541,40.749543,,5.58,4,1,12,6,1,166.96,3
08-06-2024 04:36,Hyderabad,2014-05-20 23:48:00 UTC,-74.008827,40.718267,-73.989647,40.702277,,20.43,5,2.5,4,5,1,380.16,4
05-03-2024 05:04,Delhi,2012-11-20 11:22:00 UTC,0,0,0,0,,6.64,3,1.5,5,1,0,174.68,1
20-03-2024 23:59,Bengaluru,2010-11-29 14:17:14 UTC,-73.863657,40.769822,-73.97184,40.757175,,21.26,1,1.2,23,2,0,334.12,1
18-12-2024 23:36,Mumbai,2012-09-10 15:03:22 UTC,-73.98318,40.738937,-73.995477,40.74994,,21.81,7,1,23,2,0,366.72,1
13-09-2024 19:20,Bengaluru,2010-12-14 18:14:00 UTC,-73.969712,40.76592,-73.953482,40.776915,,12.16,8,2,19,4,0,275.92,4
10-08-2024 03:22,Delhi,2009-04-06 10:50:00 UTC,-73.970978,40.755153,-73.985687,40.758312,,7.96,9,1.5,3,5,1,230.52,2
13-06-2024 18:30,Mumbai,2011-05-22 16:16:37 UTC,-73.960395,40.761538,-73.952202,40.773157,,2.47,1,1.5,18,3,0,114.64,1
22-10-2024 09:08,Ahmedabad,2015-05-03 06:01:59 UTC,-73.96973419,40.75776291,-73.98447418,40.75947189,,18.04,6,1.5,9,1,0,326.48,1
30-11-2024 08:14,Hyderabad,2015-01-12 17:33:55 UTC,-73.97124481,40.75905228,-73.98168182,40.77437973,,19.93,5,2,8,5,1,364.16,6
17-06-2024 08:41,Mumbai,2011-06-22 18:26:00 UTC,-73.983407,40.781088,-73.9731,40.782583,,4.64,7,2.5,8,0,0,190.68,1
26-03-2024 07:08,Bengaluru,2010-03-10 14:54:29 UTC,-73.976187,40.755914,-73.974956,40.792775,,10.98,4,2.5,7,1,0,251.76,1
05-05-2024 18:11,Mumbai,2009-05-18 23:58:25 UTC,-73.955365,40.768491,-73.951999,40.780664,,17.1,6,1,18,6,1,315.2,1
08-12-2024 12:30,Bengaluru,2013-06-09 21:37:56 UTC,-73.959337,40.813608,-73.953306,40.819475,,20.41,1,2.5,12,6,1,359.92,2
24-08-2024 03:54,Bengaluru,2012-12-11 08:44:00 UTC,-73.981568,40.779467,-73.963465,40.803442,,9.37,1,2,3,5,1,217.44,1
18-11-2024 09:34,Hyderabad,2010-01-18 14:08:45 UTC,-74.002188,40.740438,-73.97356,40.776033,,22.79,6,2.5,9,0,0,403.48,2
16-09-2024 12:46,Delhi,2014-10-31 19:14:00 UTC,-73.951057,40.779232,-73.964983,40.753082,,23.29,4,2,12,0,0,389.48,1
30-06-2024 14:36,Ahmedabad,2012-05-15 16:54:25 UTC,-73.988999,40.748329,-73.992556,40.713534,,18.72,3,2.5,14,6,1,349.64,1
17-12-2024 01:37,Hyderabad,2014-04-12 20:25:00 UTC,-73.95476,40.800367,-73.974385,40.793547,,14.81,9,1.5,1,1,0,302.72,1
21-11-2024 03:17,Ahmedabad,2014-02-22 22:25:07 UTC,-73.979643,40.765587,-73.946877,40.795795,,7.05,6,1,3,3,0,184.6,1
07-09-2024 10:00,Bengaluru,2012-10-20 18:11:00 UTC,-73.939672,40.847662,-73.95322,40.782792,,21.65,1,2,10,5,1,364.8,1
29-06-2024 09:09,Ahmedabad,2014-02-18 06:22:59 UTC,-73.977895,40.749355,-73.984742,40.757395,,3.67,2,2,9,5,1,154.04,1
01-05-2024 12:57,Ahmedabad,2012-11-28 15:54:00 UTC,-73.984945,40.745027,-73.956448,40.7752,,16.85,3,1.2,12,2,0,291.2,1
19-02-2024 14:41,Delhi,2011-12-03 03:36:16 UTC,-73.991428,40.726844,-73.958877,40.772322,,21.23,2,1.5,14,0,0,344.76,1
19-10-2024 05:36,Hyderabad,2011-03-12 16:30:42 UTC,-74.011414,40.708256,-74.007929,40.717658,,3.7,2,2.5,5,5,1,164.4,1
11-06-2024 08:36,Hyderabad,2011-05-03 02:06:00 UTC,-73.995187,40.760255,-73.917347,40.866833,,17.46,7,1,8,1,0,314.52,1
07-05-2024 01:35,Hyderabad,2012-11-07 15:08:00 UTC,-73.955008,40.769508,-73.96052,40.77575,,16.78,6,1,1,1,0,301.36,1
17-01-2024 19:57,Bengaluru,2014-06-25 08:28:00 UTC,-73.979237,40.764487,-73.97501,40.751972,,11.92,3,1.2,19,2,0,232.04,6
14-10-2024 06:29,Hyderabad,2009-01-09 01:55:34 UTC,-74.007337,40.74023,-73.984893,40.740531,,23.24,5,1.5,6,0,0,383.88,1
20-06-2024 22:41,Delhi,2011-08-18 20:38:00 UTC,-73.94915,40.781605,-73.99628,40.734493,,18.24,3,1.2,22,3,0,307.88,1
21-08-2024 00:13,Hyderabad,2015-05-09 20:02:39 UTC,-73.99497223,40.75511169,-73.99925232,40.73414993,,11.28,6,1,0,2,0,235.36,6
28-05-2024 21:30,Ahmedabad,2009-11-28 19:36:00 UTC,-73.781955,40.644778,-73.911748,40.561228,,10.77,4,2,21,1,0,239.24,1
02-10-2024 20:20,Delhi,2012-06-11 12:40:00 UTC,-73.988903,40.736678,-73.97786,40.751182,,10.72,4,2,20,2,0,238.64,4
08-01-2024 00:44,Ahmedabad,2012-09-06 04:46:30 UTC,-73.9711,40.75593,-73.969435,40.750364,,6.98,7,1.5,0,0,0,198.76,1
27-09-2024 11:08,Delhi,2009-09-23 14:38:03 UTC,-73.99322,40.72216,-74.000658,40.757703,,7.52,3,1,11,4,0,175.24,2
27-06-2024 00:39,Mumbai,2011-10-04 14:13:42 UTC,-73.9848,40.7473,-74.0018,40.7195,,21.09,2,1.5,0,3,0,343.08,1
14-10-2024 06:21,Delhi,2013-04-06 03:08:00 UTC,-73.952348,40.776587,-73.950312,40.77577,,24.29,1,2,6,0,0,386.48,1
19-11-2024 08:17,Bengaluru,2013-10-27 00:07:00 UTC,-73.982262,40.731265,-73.959992,40.770447,,3.63,9,1.2,8,1,0,162.56,6
17-06-2024 17:23,Hyderabad,2013-11-16 23:00:38 UTC,-73.97427,40.791354,-73.955846,40.773555,,14.06,1,1.2,17,0,0,247.72,1
01-07-2024 23:08,Delhi,2011-07-08 17:45:00 UTC,-73.980692,40.765135,-73.973857,40.750563,,15.79,9,1.5,23,0,0,314.48,1
30-06-2024 15:08,Hyderabad,2011-02-09 19:27:46 UTC,-73.990021,40.734708,-74.001134,40.74605,,22.87,8,1.5,15,6,1,404.44,1
19-04-2024 23:56,Mumbai,2010-09-29 18:46:00 UTC,-73.93648,40.846245,-74.008125,40.82707,,8.7,6,1.5,23,4,0,214.4,1
18-02-2024 14:39,Bengaluru,2011-10-27 19:06:00 UTC,-73.988337,40.750387,-73.97414,40.754922,,15.34,8,1.5,14,6,1,314.08,1
06-04-2024 15:31,Mumbai,2011-09-21 13:20:59 UTC,-73.948131,40.77898,-73.984419,40.759472,,14.19,3,1,15,5,1,265.28,1
20-01-2024 17:00,Bengaluru,2014-07-21 10:07:47 UTC,-73.993928,40.746491,-73.982554,40.764452,,7.98,8,1.5,17,5,1,225.76,1
12-09-2024 17:44,Mumbai,2012-09-01 12:51:25 UTC,-73.945728,40.801834,-73.946634,40.834942,,1.29,3,2.5,17,3,0,130.48,1
12-11-2024 23:36,Mumbai,2011-02-03 12:09:40 UTC,-74.011217,40.720593,-73.968997,40.76044,,1.68,3,1.2,23,1,0,109.16,1
13-09-2024 22:30,Delhi,2011-03-04 04:42:00 UTC,-74.009007,40.720037,-73.87141,40.774148,,3.62,8,1.5,22,4,0,163.44,1
13-03-2024 21:02,Bengaluru,2012-03-18 15:11:12 UTC,-73.980257,40.780648,-73.974286,40.788934,,3.39,8,2,21,2,0,170.68,1
31-10-2024 06:32,Ahmedabad,2009-10-19 10:40:00 UTC,-74.013337,40.704837,-74.014528,40.715528,,16.68,2,2,6,3,0,300.16,1
01-02-2024 05:02,Hyderabad,2015-04-11 12:49:15 UTC,-73.96620941,40.78970337,-73.98735046,40.7685051,,6.58,9,1,5,3,0,193.96,1
17-09-2024 01:08,Delhi,2012-04-06 10:39:45 UTC,-74.003874,40.743158,-73.997088,40.737419,,14.79,2,2,1,1,0,277.48,4
24-06-2024 02:25,Hyderabad,2012-05-22 23:29:44 UTC,-74.001824,40.735642,-73.978913,40.763675,,12.4,5,1.2,2,0,0,247.8,1
05-08-2024 15:08,Delhi,2009-08-26 19:49:26 UTC,-73.982347,40.76854,-73.991947,40.750686,,9.15,4,2.5,15,0,0,229.8,1
11-07-2024 13:09,Delhi,2014-12-07 02:10:00 UTC,-73.991787,40.744497,-74.006135,40.73306,,15.69,5,1.5,13,3,0,293.28,1
20-02-2024 16:47,Hyderabad,2012-02-24 00:09:57 UTC,-73.980896,40.741664,-73.958539,40.760814,,6.32,9,1,16,1,0,190.84,1
25-07-2024 00:15,Hyderabad,2012-03-23 14:56:02 UTC,-73.978685,40.762065,-73.959967,40.779401,,16.97,9,1.5,0,3,0,328.64,1
11-07-2024 03:13,Delhi,2015-01-17 00:57:10 UTC,-73.96676636,40.76171875,-73.93996429,40.74591827,,7.4,7,1.5,3,3,0,203.8,1
03-10-2024 00:48,Ahmedabad,2014-11-03 07:41:00 UTC,-73.99116,40.73378,-73.974885,40.749837,,14.24,6,2,0,3,0,290.88,1
26-07-2024 13:41,Bengaluru,2015-03-14 07:45:12 UTC,-73.98739624,40.75052643,-73.9796524,40.74946213,,16.77,5,2.5,13,4,0,326.24,1
21-03-2024 19:50,Ahmedabad,2015-05-17 00:22:04 UTC,-74.00002289,40.74194717,-73.97737885,40.68107986,,19.51,1,1.2,19,3,0,313.12,1
04-10-2024 12:14,Mumbai,2009-11-06 13:47:09 UTC,-73.980214,40.751214,-73.776335,40.645389,,9.33,4,1.5,12,4,0,211.96,1
06-10-2024 23:11,Hyderabad,2009-07-14 01:18:00 UTC,0,0,0,0,,24.92,2,1.2,23,6,1,393.04,5
28-12-2024 05:10,Hyderabad,2014-12-04 10:02:36 UTC,-73.984597,40.75477,-74.00091,40.761918,,16.5,9,2,5,5,1,343,1
19-02-2024 02:01,Ahmedabad,2015-04-17 00:07:17 UTC,-73.87303925,40.77410889,-73.97530365,40.66651154,,9.2,7,1,2,0,0,215.4,1
17-04-2024 01:47,Ahmedabad,2011-09-10 00:29:02 UTC,-73.988441,40.745733,-73.954917,40.771668,,5.8,9,1.5,1,2,0,194.6,1
29-05-2024 00:46,Mumbai,2013-02-24 21:51:55 UTC,-73.9793,40.735905,-73.991472,40.729667,,9.78,1,1.5,0,2,0,202.36,1
06-07-2024 12:12,Bengaluru,2014-03-26 13:48:00 UTC,-73.946802,40.780427,-73.958523,40.775392,,7.63,2,1.5,12,5,1,191.56,2
22-02-2024 23:58,Mumbai,2012-11-10 16:03:39 UTC,-73.964102,40.758187,-73.976933,40.763877,,24.05,6,1,23,3,0,388.6,2
12-09-2024 01:38,Ahmedabad,2012-09-20 13:42:00 UTC,-73.974687,40.758535,-73.984198,40.74978,,2.28,1,2,1,3,0,122.36,1
04-05-2024 13:16,Hyderabad,2009-06-10 11:34:13 UTC,-73.977075,40.758581,-73.990082,40.760783,,10.17,3,1,13,5,1,217.04,4
23-05-2024 14:37,Bengaluru,2015-02-15 10:22:01 UTC,-73.96604156,40.75536728,-73.96557617,40.77223587,,16.6,6,2,14,3,0,319.2,1
10-09-2024 11:31,Hyderabad,2011-03-01 21:12:38 UTC,-73.994683,40.725892,-73.99038,40.725037,,20.51,5,2,11,1,0,361.12,1
22-01-2024 09:11,Ahmedabad,2012-11-03 17:25:08 UTC,-73.966947,40.757737,-73.979949,40.742864,,18.54,4,1.2,9,0,0,316.48,1
06-08-2024 22:35,Hyderabad,2013-07-03 10:38:55 UTC,-74.008217,40.705395,-73.962241,40.774958,,20.26,1,1.5,22,1,0,328.12,2
21-07-2024 13:44,Ahmedabad,2010-06-07 07:56:00 UTC,-73.958313,40.772852,-73.971342,40.757903,,22.4,5,2,13,6,1,393.8,1
04-05-2024 13:22,Mumbai,2015-03-24 23:06:58 UTC,-73.98284912,40.77163315,-73.97836304,40.75392151,,9.14,3,1,13,5,1,204.68,1
16-04-2024 14:01,Ahmedabad,2012-07-23 04:36:00 UTC,-73.973557,40.756193,-74.0001,40.747567,,4.6,1,1.2,14,1,0,134.2,4
13-10-2024 20:31,Delhi,2011-10-05 06:46:00 UTC,-73.997867,40.736217,-73.988122,40.741432,,22.7,2,2,20,6,1,382.4,2
26-07-2024 14:45,Mumbai,2011-08-03 17:28:00 UTC,-74.000287,40.727217,-74.002213,40.72421,,12,3,2,14,4,0,249,6
14-01-2024 18:26,Bengaluru,2015-06-13 22:53:18 UTC,-73.97917175,40.7443161,-73.94438171,40.79139709,,11.54,4,1,18,6,1,238.48,2
10-02-2024 15:52,Mumbai,2014-01-07 21:24:00 UTC,-73.96753,40.760707,-73.97513,40.787767,,13.14,6,2.5,15,5,1,297.68,1
04-08-2024 20:20,Hyderabad,2010-09-02 13:51:47 UTC,-73.955629,40.773078,-73.987894,40.779503,,12,6,1.5,20,6,1,264,1
18-11-2024 20:25,Hyderabad,2013-04-09 20:00:39 UTC,-73.996171,40.72604,-74.002031,40.738157,,5.03,8,1.2,20,0,0,174.36,1
21-04-2024 15:15,Mumbai,2012-12-22 22:38:38 UTC,-73.96396,40.768077,-73.956202,40.7846,,1.8,7,1,15,6,1,136.6,3
07-02-2024 09:46,Ahmedabad,2009-08-21 19:01:00 UTC,-73.976485,40.758027,-73.987417,40.738312,,19,2,1,9,2,0,308,1
14-07-2024 20:04,Delhi,2012-05-02 18:42:00 UTC,-74.006058,40.74216,-73.945008,40.775057,,23.41,8,1.5,20,6,1,410.92,1
07-12-2024 11:29,Ahmedabad,2012-12-30 12:44:34 UTC,-73.981595,40.744147,-73.98758,40.72858,,7.64,2,1.2,11,5,1,185.68,1
30-07-2024 23:12,Mumbai,2012-11-29 17:16:44 UTC,-73.963907,40.776922,-74.006792,40.735881,,10.16,2,1.5,23,1,0,211.92,1
07-04-2024 03:46,Hyderabad,2013-12-17 00:02:28 UTC,-73.98688,40.755924,-74.006706,40.720623,,5.7,1,2.5,3,6,1,183.4,1
28-07-2024 21:10,Hyderabad,2009-03-13 19:17:00 UTC,-74.006747,40.729913,-73.978693,40.75232,,6.85,4,1.2,21,6,1,186.2,3
13-05-2024 16:39,Bengaluru,2012-06-02 02:21:00 UTC,-73.961855,40.770613,-73.991033,40.733617,,9.16,3,2,16,0,0,214.92,1
29-01-2024 09:48,Hyderabad,2014-01-24 07:43:00 UTC,-73.980508,40.771472,-73.968412,40.786512,,3.54,1,2,9,0,0,137.48,2
06-09-2024 13:06,Hyderabad,2010-12-02 09:00:00 UTC,-73.966082,40.753872,-73.998743,40.723158,,7.98,5,2.5,13,4,0,220.76,5
08-05-2024 10:51,Ahmedabad,2010-09-01 09:35:00 UTC,-73.964003,40.773477,-73.978767,40.762603,,2,4,1,10,2,0,114,5
29-01-2024 22:06,Delhi,2010-07-06 16:23:00 UTC,-74.004728,40.723508,-73.972813,40.746698,,10.75,2,1,22,0,0,209,1
13-03-2024 17:48,Hyderabad,2009-06-17 15:44:00 UTC,-73.959633,40.76278,-73.957588,40.768562,,7.05,3,1.5,17,2,0,179.6,1
18-06-2024 00:34,Ahmedabad,2014-12-29 21:07:15 UTC,-73.87442,40.774054,-73.983353,40.722965,,4.41,6,1.2,0,1,0,156.92,1
23-11-2024 00:09,Ahmedabad,2012-11-07 09:35:39 UTC,-74.014555,40.71694,-73.978475,40.745287,,23.46,5,2.5,0,5,1,416.52,2
06-12-2024 12:14,Ahmedabad,2012-08-21 21:00:00 UTC,-74.013435,40.704387,-74.001167,40.751902,,9.03,9,1,12,4,0,223.36,5
09-05-2024 05:39,Mumbai,2014-06-29 14:37:44 UTC,-73.981247,40.763711,-74.011527,40.716582,,6.08,2,2,5,3,0,172.96,3
22-06-2024 03:54,Mumbai,2009-02-21 02:06:00 UTC,-73.961355,40.771678,-73.950117,40.784098,,18.2,2,1.2,3,5,1,312.4,1
21-11-2024 07:25,Ahmedabad,2010-06-19 09:18:51 UTC,-73.863071,40.769865,-73.960943,40.796877,,9.68,2,1,7,3,0,196.16,1
14-11-2024 04:11,Mumbai,2009-05-06 21:59:20 UTC,-74.007774,40.732859,-74.003712,40.732547,,22.21,6,2,4,3,0,386.52,2
04-05-2024 11:19,Ahmedabad,2012-10-15 15:29:00 UTC,-74.01579,40.714957,-73.956485,40.708732,,21.53,4,2.5,11,5,1,388.36,1
25-08-2024 05:32,Hyderabad,2013-09-22 20:47:57 UTC,-73.998638,40.713814,-74.001184,40.731439,,21.38,5,1,5,6,1,361.56,2
08-09-2024 06:21,Mumbai,2014-12-24 06:47:00 UTC,-73.948102,40.772092,-73.95475,40.765425,,18.88,6,2.5,6,6,1,366.56,5
26-09-2024 11:47,Bengaluru,2011-03-12 03:39:00 UTC,-73.988923,40.721678,-73.992078,40.662702,,2.77,2,2.5,11,3,0,143.24,2
24-01-2024 19:30,Hyderabad,2010-10-14 15:14:19 UTC,-73.985049,40.779185,-73.990726,40.757601,,3.56,1,1.5,19,2,0,127.72,1
10-04-2024 15:42,Hyderabad,2014-08-08 17:07:00 UTC,-73.979548,40.760787,-73.968573,40.764642,,22.72,3,1,15,2,0,357.64,3
06-11-2024 01:47,Delhi,2014-07-15 18:07:00 UTC,-74.0028,40.76051,-74.01607,40.71487,,1.7,2,2.5,1,2,0,130.4,1
04-01-2024 22:54,Hyderabad,2013-02-17 08:45:56 UTC,-74.003419,40.708167,-73.995438,40.712204,,8.79,3,1,22,3,0,190.48,1
27-08-2024 02:17,Mumbai,2012-10-09 10:34:00 UTC,-73.973235,40.751222,-73.968722,40.747442,,24.76,9,1,2,1,0,412.12,6
17-02-2024 00:48,Mumbai,2012-12-20 12:43:00 UTC,-73.986251,40.72632,-73.974924,40.743282,,24.84,8,1.2,0,5,1,422.08,2
28-04-2024 23:31,Delhi,2011-03-14 17:44:13 UTC,-73.979808,40.786203,-73.996324,40.73465,,13.13,3,1.5,23,6,1,262.56,1
24-09-2024 05:15,Hyderabad,2014-02-09 14:33:41 UTC,-73.999904,40.722111,-74.009903,40.710179,,24.04,1,2,5,1,0,383.48,3
29-01-2024 06:00,Delhi,2009-12-29 19:30:00 UTC,-73.973297,40.758967,-73.983037,40.771843,,10.29,7,1.2,6,0,0,232.48,1
16-11-2024 05:19,Hyderabad,2011-05-22 18:11:00 UTC,-73.961038,40.760652,-73.982173,40.774905,,1.85,9,2.5,5,5,1,177.2,1
19-11-2024 16:45,Hyderabad,2009-09-05 01:29:06 UTC,-73.987773,40.747553,-73.995886,40.736876,,17.69,4,1.5,16,1,0,312.28,1
18-11-2024 02:52,Mumbai,2014-12-23 08:51:00 UTC,-73.975238,40.752102,-73.989495,40.741617,,20.13,2,1,2,0,0,321.56,3
19-11-2024 19:45,Delhi,2014-04-26 13:55:48 UTC,-73.984132,40.754318,-73.999901,40.758667,,19.28,9,2.5,19,1,0,376.36,1
18-12-2024 10:53,Hyderabad,2011-05-13 00:15:15 UTC,-74.001933,40.730108,-73.988333,40.722755,,20.69,8,1,10,2,0,358.28,1
24-03-2024 09:43,Hyderabad,2014-01-01 12:38:03 UTC,-74.009728,40.712482,-74.007032,40.748759,,2.28,2,1,9,6,1,117.36,1
08-03-2024 18:50,Bengaluru,2013-10-09 21:11:00 UTC,-73.959075,40.763532,-73.999077,40.749622,,3.23,3,1.5,18,4,0,133.76,2
27-04-2024 11:07,Ahmedabad,2014-08-02 21:47:29 UTC,-74.008018,40.7484,-73.978888,40.747768,,22.17,8,2.5,11,5,1,416.04,1
25-12-2024 06:13,Bengaluru,2014-04-14 21:48:44 UTC,-73.988115,40.759293,-73.985937,40.769812,,2.68,5,1,6,2,0,127.16,1
12-11-2024 00:51,Delhi,2014-11-09 21:03:00 UTC,-73.94194,40.71464,-73.94371,40.6819,,21.09,2,2.5,0,1,0,363.08,2
29-02-2024 05:19,Delhi,2011-05-30 13:26:17 UTC,-73.98993,40.741137,-73.978548,40.751664,,23.71,8,1.2,5,3,0,398.52,1
18-10-2024 18:55,Delhi,2013-11-07 19:19:00 UTC,-73.98624,40.756082,-74.005537,40.733862,,17.84,4,1,18,4,0,304.08,3
03-11-2024 21:30,Mumbai,2014-12-20 12:15:00 UTC,-74.006065,40.713847,-73.984212,40.754892,,14.65,1,1,21,6,1,260.8,2
06-01-2024 15:13,Bengaluru,2009-11-18 22:23:48 UTC,-73.969055,40.785555,-73.955837,40.779636,,12.33,3,1.2,15,5,1,246.96,1
21-01-2024 02:16,Mumbai,2010-07-29 18:51:24 UTC,-74.013021,40.704314,-73.956832,40.71827,,6.52,8,2,2,6,1,218.24,1
23-05-2024 20:49,Mumbai,2012-09-21 20:58:09 UTC,-74.000593,40.732492,-73.978234,40.783288,,10.1,5,2.5,20,3,0,246.2,1
23-06-2024 21:51,Delhi,2012-09-05 15:22:00 UTC,-73.970262,40.761707,-73.990973,40.748672,,24.11,1,1,21,6,1,374.32,6
27-03-2024 02:02,Ahmedabad,2011-02-04 09:15:01 UTC,-73.963273,40.765977,-73.966372,40.767886,,6.44,8,2,2,2,0,207.28,1
05-12-2024 12:16,Bengaluru,2014-05-11 18:44:46 UTC,-73.988257,40.723452,-73.982884,40.730768,,22.8,7,1.2,12,3,0,382.6,1
05-11-2024 20:15,Delhi,2009-05-22 15:31:00 UTC,-73.976063,40.752685,-73.982392,40.784913,,22.78,7,2.5,20,1,0,408.36,2
22-04-2024 18:49,Hyderabad,2012-01-26 06:06:05 UTC,-73.972098,40.747182,-73.984924,40.757374,,24.14,1,1.2,18,0,0,368.68,1
04-09-2024 10:39,Delhi,2011-09-18 23:32:04 UTC,-73.983899,40.72465,-73.985977,40.732695,,1.29,9,1.2,10,2,0,134.48,1
16-11-2024 15:12,Delhi,2012-04-10 20:27:00 UTC,-73.995327,40.744305,-73.981735,40.766327,,24.19,3,1.2,15,5,1,389.28,1
13-03-2024 10:18,Hyderabad,2011-09-25 12:21:00 UTC,-73.959305,40.774465,-73.95302,40.790938,,17.94,3,1.5,10,2,0,310.28,3
21-11-2024 10:54,Hyderabad,2009-11-16 23:17:00 UTC,-73.781893,40.644837,-73.873518,40.756898,,19.67,4,1,10,3,0,326.04,1
16-09-2024 02:22,Hyderabad,2011-07-28 22:48:00 UTC,-73.977972,40.783747,-73.991247,40.75009,,10.32,9,1.2,2,0,0,242.84,1
02-06-2024 22:04,Bengaluru,2014-01-01 18:45:26 UTC,-73.958582,40.7786,-73.960793,40.772733,,11.04,8,1.2,22,6,1,256.48,2
28-05-2024 22:24,Bengaluru,2014-01-17 19:30:00 UTC,-73.972812,40.793692,-73.986252,40.766982,,7.41,9,1.2,22,1,0,207.92,1
29-04-2024 01:32,Bengaluru,2013-10-11 22:39:00 UTC,-73.97456,40.756167,-73.95664,40.766977,,21.64,1,2,1,0,0,354.68,4
17-11-2024 08:18,Mumbai,2010-02-11 14:55:41 UTC,-73.983356,40.750308,-73.985948,40.744207,,22.83,6,2,8,6,1,403.96,1
16-02-2024 03:18,Bengaluru,2012-02-20 00:19:27 UTC,0,0,-73.975224,40.761041,,17.41,2,1.5,3,4,0,298.92,1
